LOAIHINHHN,PHAMVIHN,DUONG,PHUONG,QUAN,CVXLCCHN,NGCAPCCHN,NOICAPCCHN,GPP_GDP_GSP,NGAYCAPGCN,NGAYHHGCN
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",Số 530 Lã Xuân Oai,Phường Long Trường,TP. Thủ Đức,Lê Huỳnh Thùy Dung,2024-06-25,Sở Y tế TP.HCM,GPP,2024-10-11,12/10/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","90/979A, Lê Đức Thọ",Phường 06,Gò Vấp,Ds. Trương Việt Cường,2014-08-28,Sở Y tế TP.HCM,GPP,2019-10-03,03/10/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",1084 Đường 3 tháng 2,Phường 12,Quận 11,Trương Việt Cường,2024-05-03,Sở Y tế TP.HCM,GPP,2024-07-19,20/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","22, Bình Lợi",Phường 13,Bình Thạnh,Ds. Nguyễn Huy Hùng,2019-10-18,Sở Y tế TP.HCM,GPP,2023-09-21,21/09/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1A /1 Nguyễn Ảnh Thủ, Khu phố 2",Phường Hiệp Thành,Quận 12,,2023-08-07,Sở Y tế tỉnh Đồng Nai,GPP,2024-07-04,05/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1A /1 Nguyễn Ảnh Thủ, Khu phố 2",Phường Hiệp Thành,Quận 12,,2023-08-07,Sở Y tế tỉnh Đồng Nai,GPP,2024-07-04,05/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1A203, Vĩnh Lộc, ấp 1",Xã Phạm Văn Hai,Bình Chánh,,2019-09-25,Sở Y tế Tỉnh Nghệ An,GPP,2023-10-19,19/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","02, Đường 26/3",Phường Bình Hưng Hòa,Bình Tân,Ds. Nguyễn Thị Kim Ngân,2020-10-06,Sở Y tế TP.HCM,GPP,2023-12-12,12/12/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","826, Hương lộ 2, khu phố 6",Phường Bình Trị Đông A,Bình Tân,,2014-09-03,Sở Y tế Tỉnh Hậu Giang,GPP,2022-05-16,16/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","106A, TX22, tổ 17, khu phố 5",Phường Thạnh Xuân,Quận 12,Ds. Lê Thị Minh Thảo,2023-02-08,Sở Y tế TP.HCM,GPP,2024-01-25,25/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","25/1, Nguyễn Bình, Ấp 2",Xã Phú Xuân,Nhà Bè,,2023-12-21,Sở Y tế Tỉnh Đồng Nai,GPP,2023-05-30,30/05/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","274, Dương Bá Trạc",Phường 02,Quận 8,Ds Trần Minh Trí,2017-07-21,Sở Y tế TP.HCM,GPP,2023-10-31,31/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","434, Phan Xích Long",Phường 02,Phú Nhuận,Ds. Trương Việt Cường,2022-10-14,Sở Y tế TP.HCM,GPP,2023-10-12,12/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 201A, đường Hồ Văn Tắng, Tổ 8, Ấp Cây Da",Xã Tân Phú Trung,Củ Chi,Ds Trương Việt Cường,2013-09-05,Sở Y tế TP.HCM,GPP,2023-03-06,06/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","112, Trần Quốc Thảo",Phường Võ Thị Sáu,Quận 3,Ds Trần Minh Trí,2015-02-25,Sở Y tế TP.HCM,GPP,2022-07-04,19/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",Số 109 Đường Lê Văn Lương,Phường Tân Kiểng,Quận 7,,2019-10-11,Sở Y tế TP. Đà Nẵng,GPP,2024-08-27,28/08/2027
nhà thuốc,bán thuốc trừ vắc xin,"F3, Lương Định Của, KP3",Phường Bình An,TP. Thủ Đức,,2012-11-19,Sở Y tế TP.HCM,GPP,2015-02-26,26/02/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","83, Tăng Nhơn Phú, khu phố 2",Phường Phước Long B,TP. Thủ Đức,Ds. Nguyễn Thị Ngọc Diễm,2023-04-11,Sở Y tế TP.HCM,GPP,2023-11-21,21/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","44A, Đường số 3, Khu phố 4",Phường Tân Tạo A,Bình Tân,,2020-12-18,Sở Y tế Tỉnh Gia Lai,GPP,2022-04-15,15/04/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","365, Bình Quới",Phường 28,Bình Thạnh,Ds Bùi Thanh Nguyệt,2016-07-07,Sở Y tế TP.HCM,GPP,2023-04-03,03/04/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",1117 Cách Mạng Tháng Tám,Phường 07,Tân Bình,Ds. Lê Thị Minh Thảo,2020-12-16,Sở Y tế TP.HCM,GPP,2024-11-04,05/11/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","48, Tam Bình, khu phố 8",Phường Hiệp Bình Chánh,TP. Thủ Đức,,2020-12-18,Sở Y tế Tỉnh Hưng Yên,GPP,2022-03-29,29/03/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","76B, Văn Thân",Phường 08,Quận 6,Ds. Nguyễn Thị Kim Ngân,2023-06-08,Sở Y tế TP.HCM,GPP,2023-08-22,22/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","90, Phạm Đăng Giảng",Phường Bình Hưng Hòa,Bình Tân,,2017-04-27,Sở Y tế Tỉnh Hậu Giang,GPP,2022-01-26,26/01/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","7, Long Thuận",Phường Trường Thạnh,TP. Thủ Đức,Ds Bùi Thanh Nguyệt,2016-07-18,Sở Y tế TP.HCM,GPP,2023-03-10,10/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",D4/11 Ấp 46,Xã Vĩnh Lộc B,Bình Chánh,Ds. Trương Việt Cường,2020-11-16,Sở Y tế TP.HCM,GPP,2024-11-04,05/11/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","69/5, Ấp Dân Thắng 1",Xã Tân Thới Nhì,Hóc Môn,,2017-06-20,Sở Y tế Tỉnh Hà Nam,GPP,2023-11-20,20/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","180, Bắc Hải",Phường 06,Tân Bình,Ds. Trương Việt Cường,2022-10-14,Sở Y tế TP.HCM,GPP,2023-05-30,30/05/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 57, đường Bùi Thị Lành, ấp An Hòa",Xã Trung An,Củ Chi,Ds. Trần Minh Trí,2017-11-29,Sở Y tế TP.HCM,GPP,2018-05-24,24/05/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 520, Nguyễn Trãi",Phường 08,Quận 5,Ds. Trương Việt Cường,2018-07-20,Sở Y tế TP.HCM,GPP,2023-03-23,23/03/2026
nhà thuốc,bán thuốc thành phẩm,"1174, Ấp 3",Xã Hiệp Phước,Nhà Bè,,2016-03-11,Sở Y tế Tỉnh Hậu Giang,GPP,2016-11-08,08/11/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 118A, đường số 17, Ấp Tân Tiến",Xã Tân Thông Hội,Củ Chi,Ds. Nguyễn Thị Kim Ngân,2021-06-16,Sở Y tế TP.HCM,GPP,2022-02-17,17/02/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 97, Nguyễn Thị Mười",Phường 04,Quận 8,Ds. Nguyễn Thị Kim Ngân,2022-09-23,Sở Y tế TP.HCM,GPP,2023-01-16,16/01/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 1295, đường Tỉnh lộ 8, Ấp Hội Thạnh",Xã Trung An,Củ Chi,,2016-12-30,Sở Y tế Tỉnh Đồng Tháp,GPP,2022-11-16,16/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 175/15, đường Nguyễn Thiện Thuật",Phường 01,Quận 3,Ds Trần Minh Trí,2015-08-28,Sở Y tế TP.HCM,GPP,2022-01-26,26/01/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1303, Huỳnh Tấn Phát",Phường Phú Thuận,Quận 7,Ds. Bùi Hùng Cường,2022-03-25,Sở Y tế TP.HCM,GPP,2022-12-08,08/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1729, Huỳnh Tấn Phát, Khu phố 3",Phường Phú Mỹ,Quận 7,Ds. Nguyễn Thị Kim Ngân,2023-05-04,Sở Y tế TP.HCM,GPP,2023-10-02,02/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C21/26, Đoàn Nguyễn Tuấn, Ấp 3",Xã Hưng Long,Bình Chánh,,2018-06-29,Sở Y tế TP. Cần Thơ,GPP,2022-06-23,23/06/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","32, Miếu Gò Xoài",Phường Bình Hưng Hòa A,Bình Tân,Ds. Lê Thị Minh Thảo,2018-03-20,Sở Y tế TP.HCM,GPP,2023-11-20,20/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","D7/33, Vĩnh Lộc, ấp 4",Xã Vĩnh Lộc B,Bình Chánh,Ds Lê Thị Thu Hòa,2014-03-14,Sở Y tế TP.HCM,GPP,2023-03-20,20/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","56D, Đường số 10",Phường Tân Quy,Quận 7,Ds. Bùi Hùng Cường,2022-12-01,Sở Y tế TP.HCM,GPP,2023-10-17,17/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","142, Huỳnh Thiện Lộc",Phường Hòa Thạnh,Tân Phú,Ds. Nguyễn Thị Ngọc Diễm,2020-06-24,Sở Y tế TP.HCM,GPP,2023-03-20,20/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C4/21F, Bùi Thanh Khiết, khu phố 3",Thị trấn Tân Túc,Bình Chánh,,2020-09-18,Sở Y tế Tỉnh Đồng Tháp,GPP,2023-07-26,26/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","173, Đường 11",Phường Linh Xuân,TP. Thủ Đức,Ds. Nguyễn Thị Kim Ngân,2023-08-28,Sở Y tế TP.HCM,GPP,2023-11-03,03/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","245, Lê Thị Hoa, khu phố 6",Phường Bình Chiểu,TP. Thủ Đức,Ds Trần Thị Như Thủy,2014-08-19,Sở Y tế TP.HCM,GPP,2018-10-30,30/10/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 68, Phạm Đức Sơn",Phường 16,Quận 8,Ds. Trương Việt Cường,2020-11-06,Sở Y tế TP.HCM,GPP,2024-01-29,29/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C17/6, ấp 3A",Xã Vĩnh Lộc A,Bình Chánh,Trần Minh Trí,2024-01-17,Sở Y tế TP.HCM,GPP,2024-04-05,05/04/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","14/2A, Đặng Thúc Vịnh, Ấp Tam Đông",Xã Thới Tam Thôn,Hóc Môn,,2018-11-26,Sở Y tế Tỉnh Đắk Lắk,GPP,2024-03-07,07/03/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","418, Phạm Văn Chiêu",Phường 09,Gò Vấp,Ds. Bùi Thanh Nguyệt,2019-01-15,Sở Y tế TP.HCM,GPP,2022-05-06,06/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","09, Dương Đức Hiền",Phường Tây Thạnh,Tân Phú,Ds Tô Văn Minh,2017-08-18,Sở Y tế TP.HCM,GPP,2022-10-27,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","706A, Tên Lửa",Phường Bình Trị Đông B,Bình Tân,Ds. Bùi Hùng Cường,2023-01-06,Sở Y tế TP.HCM,GPP,2023-03-01,01/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","440/52, Đường số 8",Phường 16,Gò Vấp,Ds Phạm Văn Sơn,2015-03-17,Sở Y tế TP.HCM,GPP,2023-11-10,10/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 116, đường Lê Văn Thịnh, khu phố 6",Phường Bình Trưng Tây,TP. Thủ Đức,Ds Trương Việt Cường,2016-07-18,Sở Y tế TP.HCM,GPP,2019-03-06,06/03/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","117/38, Hồ Văn Long",Phường Tân Tạo,Bình Tân,Ds. Lê Thị Minh Thảo,2023-08-17,Sở Y tế TP.HCM,GPP,2023-11-24,24/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 136, Huỳnh Mẫn Đạt",Phường 03,Quận 5,,2022-04-07,Sở Y tế Tỉnh Bình Dương,GPP,2022-06-23,23/06/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1942/86A, Huỳnh Tấn Phát, Khu phố 6",Thị trấn Nhà Bè,Nhà Bè,Ds. Lê Thị Minh Thảo,2020-10-07,Sở Y tế TP.HCM,GPP,2024-02-27,27/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","895, Âu Cơ",Phường Tân Sơn Nhì,Tân Phú,Ds Phạm Văn Sơn,2015-12-10,Sở Y tế TP.HCM,GPP,2024-02-06,06/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",23 Đỗ Tấn Phong,Phường 09,Phú Nhuận,Ds. Bùi Hùng Cường,2023-08-18,Sở Y tế TP.HCM,GPP,2024-05-14,14/05/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","39/10, TTN 1, Khu phố 39",Phường Tân Thới Nhất,Quận 12,Ds. Thái Thanh Tú,2023-05-26,Sở Y tế TP.HCM,GPP,2024-06-14,15/06/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","477B/3A, Mã Lò",Phường Bình Hưng Hòa A,Bình Tân,Ds. Bùi Hùng Cường,2022-12-23,Sở Y tế TP.HCM,GPP,2023-03-08,08/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","55, Cô Bắc",Phường Cầu Ông Lãnh,Quận 1,Ds. Nguyễn Thị Ngọc Diễm,2020-02-19,Sở Y tế TP.HCM,GPP,2020-07-16,16/07/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 60, Trương Văn Thành, khu phố 6",Phường Hiệp Phú,TP. Thủ Đức,,2017-09-06,Sở Y tế Tỉnh Đắk Nông,GPP,2024-01-30,30/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","115, đường Gò Dưa, Khu phố 3",Phường Tam Bình,TP. Thủ Đức,,2014-07-17,Sở Y tế Tỉnh Bình Dương,GPP,2020-06-19,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 141, Đường số 17",Phường Tân Quy,Quận 7,Ds. Nguyễn Trần Công Huân,2023-07-11,Sở Y tế TP.HCM,GPP,2024-01-23,23/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","408, đường Hòa Hảo",Phường 05,Quận 10,,2022-03-14,Sở Y tế TP. Hà Nội,GPP,2022-05-11,11/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","72/12/1 Nguyễn Ảnh Thủ, khu phố 34",Phường Hiệp Thành,Quận 12,Bùi Hùng Cường,2024-05-07,Sở Y tế TP.HCM,GPP,2024-08-20,21/08/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","37/3B, ấp 1",Xã Xuân Thới Thượng,Hóc Môn,Ds Phạm Văn Sơn,2015-07-30,Sở Y tế TP.HCM,GPP,2022-12-13,13/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","5A, Đường số 6",Phường Tân Kiểng,Quận 7,Ds. Nguyễn Thị Kim Ngân,2021-07-09,Sở Y tế TP.HCM,GPP,2022-03-10,10/03/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","192, APĐ03, tổ 39, khu phố 5",Phường An Phú Đông,Quận 12,Ds. Trương Việt Cường,2023-06-14,Sở Y tế TP.HCM,GPP,2023-08-15,15/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",448 Phạm Văn Chí,Phường 08,Quận 6,Ds. Nguyễn Huy Hùng,2019-01-23,Sở Y tế TP.HCM,GPP,2024-09-06,07/09/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","24, Lê Văn Lương",Phường Tân Phong,Quận 7,Ds. Nguyễn Trần Công Huân,2020-11-06,Sở Y tế TP.HCM,GPP,2023-07-11,11/07/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 91, Đường 18",Phường Phước Bình,TP. Thủ Đức,Ds. Nguyễn Trần Công Huân,2023-01-11,Sở Y tế TP.HCM,GPP,2024-01-19,19/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","78B/5, Đường 15, khu phố 5",Phường Phước Bình,TP. Thủ Đức,,2022-06-08,Sở Y tế Tỉnh Đồng Tháp,GPP,2023-03-31,31/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","8/5A, Trần Văn Mười, Ấp 3",Xã Xuân Thới Thượng,Hóc Môn,Ds. Nguyễn Trần Công Huân,2021-06-10,Sở Y tế TP.HCM,GPP,2023-12-21,21/12/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C7/20H2, Phạm Hùng, ấp 4A",Xã Bình Hưng,Bình Chánh,,2014-08-25,Sở Y tế Tỉnh Nghệ An,GPP,2018-08-29,29/08/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C5/19, Trịnh Như Khuê, ấp 3",Xã Bình Chánh,Bình Chánh,,2021-06-21,Sở Y tế Tỉnh Đồng Nai,GPP,2021-12-03,03/12/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 129 Đường Đặng Nghiêm, Khu Phố 1",Phường Long Thạnh Mỹ,TP. Thủ Đức,Ds. Trương Việt Cường,2021-06-07,Sở Y tế TP.HCM,GPP,2024-06-14,15/06/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","26, Vĩnh Viễn",Phường 02,Quận 10,Ds. Lê Thị Minh Thảo,2023-03-06,Sở Y tế TP.HCM,GPP,2024-03-01,01/03/2027
nhà thuốc,bán thuốc thành phẩm,"533B, Xô Viết Nghệ Tĩnh",Phường 26,Bình Thạnh,,2012-10-10,Sở Y tế TP.HCM,GPP,2014-09-06,06/09/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1A31/2, Trần Văn Giàu, ấp 1",Xã Phạm Văn Hai,Bình Chánh,Ds. Nguyễn Huy Hùng,2021-02-17,Sở Y tế TP.HCM,GPP,2022-05-11,11/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","346, Trịnh Đình Trọng",Phường Hòa Thạnh,Tân Phú,,2013-12-30,Sở Y tế Tỉnh Hậu Giang,GPP,2018-09-28,28/09/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","58, Nguyễn Hồng Đào",Phường 14,Tân Bình,Ds Phạm Văn Sơn,2014-07-29,Sở Y tế TP.HCM,GPP,2023-06-08,08/06/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 574, đường Tỉnh Lộ 8, Ấp 4",Xã Phước Vĩnh An,Củ Chi,Ds. Bùi Thanh Nguyệt,2022-07-29,Sở Y tế TP.HCM,GPP,2022-10-07,07/10/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","6/3A, Lê Văn Khương, Tổ 53, Khu phố 5",Phường Hiệp Thành,Quận 12,Ds Lê Thị Thu Hòa,2013-11-27,Sở Y tế TP.HCM,GPP,2024-03-19,19/03/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","41, HT23, Tổ 20, Khu phố 2",Phường Hiệp Thành,Quận 12,Ds. Trương Việt Cường,2018-03-30,Sở Y tế TP.HCM,GPP,2020-12-25,25/12/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 12, đường Lê Văn Việt, Khu phố 1",Phường Hiệp Phú,TP. Thủ Đức,,2013-12-16,Sở Y tế Tỉnh Vĩnh Long,GPP,2023-10-02,02/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","11/1, TMT13, Tổ 44, Khu phố 4",Phường Trung Mỹ Tây,Quận 12,,2021-10-29,Sở Y tế Tỉnh Đồng Tháp,GPP,2022-04-20,20/04/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","83, Lê Văn Lương, Ấp 3",Xã Phước Kiển,Nhà Bè,Ds Lê Thị Minh Thảo,2017-08-03,Sở Y tế TP.HCM,GPP,2022-12-23,23/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","934A, Quốc Lộ 13, Khu phố 2",Phường Hiệp Bình Phước,TP. Thủ Đức,Ds. Trần Minh Trí,2023-08-10,Sở Y tế TP.HCM,GPP,2024-02-27,27/02/2027
